Date,Temp,线性回归,二次多项式回归,三次多项式回归,岭回归,随机森林,多层神经元
1981-02-06,16.8,16.234375,16.921875,16.80000000000002,16.12412473431218,17.161708826409765,15.99401
1981-02-07,14.6,16.265625,17.095703125,14.600000000000009,16.08687830956056,17.232682958341183,15.00006
1981-02-08,17.1,16.0,16.626953125,17.100000000000087,15.651123002713309,17.192909475539835,15.401945
1981-02-09,25.0,15.96875,20.736328125,25.000000000000206,15.777726017695734,18.895298964082407,15.818408
1981-02-10,15.0,16.15625,16.361328125,14.99999999999999,15.876326210098666,17.70239644834472,15.656635
1981-02-11,13.7,16.1875,15.099609375,13.700000000000014,15.906414208390625,16.714736933985204,15.471186
1981-02-12,13.9,16.0625,16.724609375,13.900000000000047,15.726660018725653,16.86850850682739,15.5421505
1981-02-13,18.3,15.59375,20.537109375,18.299999999999883,15.379857961824374,17.145406657721907,15.645145
1981-02-14,22.0,15.96875,22.28125,21.999999999999993,16.021901617491316,18.981999078297985,15.257981
1981-02-15,22.1,16.671875,17.544921875,22.100000000000023,16.130029920392097,19.633084251708066,15.217037
1981-02-16,21.2,15.921875,21.619140625,21.200000000000145,16.005432645421568,19.027055943403546,15.012138
1981-02-17,18.4,15.671875,19.162109375,18.400000000000006,15.691141451923793,18.553579249262103,15.026148
1981-02-18,16.6,15.484375,17.279296875,16.59999999999981,15.779999283060771,18.021671373405585,15.082922
1981-02-19,16.1,15.640625,19.458984375,16.100000000000108,15.67009680318528,17.308041623761625,15.181491
1981-02-20,15.7,15.484375,18.541015625,15.7,15.703931235916656,17.384021110941113,15.193112
1981-02-21,16.6,15.203125,18.49609375,16.599999999999856,15.408546987421609,17.313375176947257,14.589181
1981-02-22,16.5,15.234375,15.19921875,16.49999999999951,15.03506026456378,15.490579607332418,14.683217
1981-02-23,14.4,15.671875,14.689453125,14.399999999999828,15.609546161961031,15.434820171967974,15.313149
1981-02-24,14.4,15.640625,15.681640625,14.399999999999944,15.503352033568786,15.795596663383316,15.266737
1981-02-25,18.5,16.140625,16.408203125,18.500000000000142,16.050543394544373,16.279660098486225,15.238927
1981-02-26,16.9,15.578125,14.06640625,16.90000000000009,15.475591769531512,16.08567398949718,15.230657
1981-02-27,17.5,15.390625,17.046875,17.50000000000002,15.401786101418214,16.029043640519646,15.236576
1981-02-28,21.2,15.640625,21.4765625,21.200000000000205,15.749686984347422,15.619740342332983,14.802358
1981-03-01,17.8,15.359375,14.869140625,17.80000000000028,15.047328528964908,16.78609233893555,13.892996
1981-03-02,18.6,15.609375,15.287109375,18.60000000000006,15.427610675839189,16.557667563239253,14.323649
1981-03-03,17.0,15.234375,13.724609375,17.000000000000078,15.05551642785878,15.695963625510315,14.18115
1981-03-04,16.0,15.609375,12.634765625,15.999999999999945,15.364326744483938,15.556699706096392,14.13915
1981-03-05,13.3,14.953125,13.623046875,13.300000000000022,14.858012176940328,15.342258267242672,14.134812
1981-03-06,14.3,15.296875,15.994140625,14.299999999999969,15.234958098201034,15.57047307636076,14.182926
1981-03-07,11.4,15.328125,11.646484375,11.399999999999903,15.197711673449415,16.469107549159045,13.257549
1981-03-08,16.3,15.0625,12.134765625,16.300000000000004,14.761956366602162,15.699285567634195,13.437419
1981-03-09,16.1,15.03125,13.30078125,16.099999999999977,14.888559381584587,15.620320703872707,13.968269
1981-03-10,11.8,15.21875,11.091796875,11.800000000000036,14.987159573987519,13.911177336129338,13.720513
1981-03-11,12.2,15.25,8.541015625,12.200000000000117,15.017247572279478,13.292224046608402,13.628805
1981-03-12,14.7,15.125,10.740234375,14.700000000000191,14.837493382614507,13.738844428974398,13.687479
1981-03-13,11.8,14.65625,12.779296875,11.800000000000013,14.490691325713227,13.760284355714328,13.741635
1981-03-14,11.3,15.03125,13.142578125,11.30000000000034,15.132734981380171,15.177996444496593,13.422386
1981-03-15,10.6,15.734375,10.271484375,10.599999999999516,15.240863284280952,14.099695463695786,13.221438
1981-03-16,11.7,14.984375,13.197265625,11.699999999999944,15.116266009310419,14.70716042304319,12.997559
1981-03-17,14.2,14.734375,13.568359375,14.20000000000029,14.801974815812645,14.446448670546863,12.999476
1981-03-18,11.2,14.546875,10.388671875,11.199999999999974,14.890832646949622,14.21408646999887,13.025922
1981-03-19,16.9,14.703125,13.240234375,16.899999999999597,14.780930167074132,14.972713266586457,13.123277
1981-03-20,16.7,14.546875,15.166015625,16.69999999999967,14.814764599805507,15.308476087099278,13.19629
1981-03-21,8.1,14.265625,10.65234375,8.099999999999959,14.51938035131046,15.31917419185216,12.852319
1981-03-22,8.0,14.296875,10.5234375,8.000000000000037,14.145893628452633,12.228332371700766,12.532615
1981-03-23,8.8,14.734375,10.712890625,8.799999999999999,14.720379525849884,12.669766294580214,13.251113
1981-03-24,13.4,14.703125,9.962890625,13.399999999999846,14.61418539745764,13.20941379474526,13.171807
1981-03-25,10.9,15.203125,9.587890625,10.89999999999996,15.161376758433224,13.28080485081681,13.153704
1981-03-26,13.4,14.640625,10.09375,13.39999999999997,14.586425133420367,13.512234730740806,13.143163
1981-03-27,11.0,14.453125,11.322265625,11.000000000000025,14.512619465307067,13.599295387730878,13.187315
1981-03-28,15.0,14.703125,13.07421875,15.0000000000001,14.860520348236275,13.77314551669536,12.963105
1981-03-29,15.7,15.140625,10.505859375,15.700000000000166,14.98862495148553,12.860487421457265,11.889727
1981-03-30,14.5,15.203125,9.568359375,14.499999999999805,15.275792134333296,13.29079395407451,12.969786
1981-03-31,15.8,15.140625,10.078125,15.79999999999999,15.014142007799721,13.344425793901353,12.887911
1981-04-01,16.7,13.015625,15.048828125,16.69999999999996,12.835512994948672,13.033716419977617,12.590521
1981-04-02,16.8,13.140625,14.564453125,16.79999999999999,12.946343799608456,12.951785826985704,12.605716
1981-04-03,17.5,12.578125,17.162109375,17.499999999999947,12.433745912231306,12.786129515907719,12.649397
1981-04-04,17.1,12.671875,15.513671875,17.099999999999913,12.62301545655113,12.169237705149504,11.760572
1981-04-05,18.1,12.234375,15.927734375,18.09999999999994,12.020831181421537,12.071462991752739,11.606542
1981-04-06,16.6,12.640625,15.62109375,16.60000000000002,12.580170286317003,13.117132420624506,12.099208
1981-04-07,10.0,12.953125,13.185546875,9.999999999999904,12.682816498221085,12.533518322110401,12.032756
1981-04-08,14.9,12.71875,15.029296875,14.900000000000034,12.550140832585928,12.46412660627486,11.905051
1981-04-09,15.9,12.53125,15.18359375,15.899999999999984,12.407292505353855,12.447582947638914,11.915138
1981-04-10,13.0,12.5,13.828125,12.999999999999911,12.365389058360043,12.239506002020711,11.94681
1981-04-11,7.6,12.28125,12.494140625,7.60000000000019,12.275936284346672,11.430585816876658,11.841539
1981-04-12,11.5,12.40625,14.865234375,11.499999999999904,12.000312387095716,11.879651821800694,11.139144
1981-04-13,13.5,12.0,11.564453125,13.49999999999989,11.835903513829198,12.89785185624071,11.721398
1981-04-14,13.0,12.71875,13.958984375,13.000000000000032,12.617839806151842,12.69190246626747,11.593151
1981-04-15,13.3,13.390625,11.310546875,13.299999999999931,13.029047750264718,13.072502592855733,11.942934
1981-04-16,12.1,12.484375,11.779296875,12.100000000000035,12.634999133079688,10.714755238460116,11.353453
1981-04-17,12.4,12.046875,11.814453125,12.399999999999933,12.180204300185169,11.014793049601833,11.573634
1981-04-18,13.2,11.609375,12.439453125,13.199999999999992,12.149521359016816,10.794169563363278,11.2035675
1981-04-19,13.8,11.984375,12.224609375,13.800000000000065,11.943749171555341,10.403996062160184,10.616986
1981-04-20,10.6,11.890625,11.533203125,10.600000000000021,12.159976787921478,10.331334840931968,10.7527485
1981-04-21,9.0,11.890625,12.134765625,8.999999999999996,12.004485176082131,10.059348313561886,10.956656
1981-04-22,10.0,11.953125,13.685546875,9.999999999999915,11.9340780944364,10.091419205325595,11.238253
1981-04-23,9.8,12.234375,10.564453125,9.800000000000072,12.239112649619152,10.10310968151607,11.299124
1981-04-24,11.5,12.015625,11.439453125,11.500000000000064,11.992414881830165,10.765720738460848,11.361672
1981-04-25,8.9,12.296875,10.931640625,8.899999999999887,12.420065470500418,10.61040658089689,11.294118
1981-04-26,7.4,11.890625,10.505859375,7.399999999999583,11.749244137901576,10.136231643654028,10.139838
1981-04-27,9.9,11.828125,14.943359375,9.89999999999982,11.857831653423037,9.999393891349062,11.038909
1981-04-28,9.3,12.359375,13.962890625,9.299999999999947,12.345625173007946,10.044490041882723,10.946451
1981-04-29,9.9,12.796875,12.873046875,9.899999999999938,12.776809417469298,9.932838824963856,10.896916
1981-04-30,7.4,12.734375,13.146484375,7.399999999999988,12.794525258102563,9.846025396075957,10.874515
1981-05-01,8.6,10.734375,10.509765625,8.600000000000271,10.563994569695353,9.824424774048385,10.974677
1981-05-02,11.9,10.765625,13.009765625,11.899999999999919,10.762494535675918,9.90204583200255,10.415324
1981-05-03,14.0,10.359375,11.974609375,13.999999999999975,10.066968782133046,9.809283613992429,10.153191
1981-05-04,8.6,10.671875,11.568359375,8.599999999999865,10.438020507346588,10.622839680349468,10.36785
1981-05-05,10.0,10.265625,11.474609375,10.00000000000005,10.159267737779459,10.22448824111706,10.292871
1981-05-06,13.5,10.734375,13.5625,13.500000000000021,10.65636543408654,10.250384258081942,10.300521
1981-05-07,12.0,10.828125,8.099609375,11.999999999999954,10.53144984801414,9.900446409702392,10.305349
1981-05-08,10.5,10.4375,9.70703125,10.500000000000005,10.278622407332607,9.527736752102806,10.450601
1981-05-09,10.7,10.15625,11.732421875,10.699999999999896,10.223443241421315,9.367018535607837,10.068013
1981-05-10,8.1,10.28125,9.833984375,8.099999999999891,9.998611928261782,9.123105919370344,9.506359
1981-05-11,10.1,10.3125,8.576171875,10.1000000000001,10.090941335142128,9.673428043492756,9.967847
1981-05-12,10.6,10.40625,8.466796875,10.599999999999952,10.138748943453638,9.511170427585583,9.848689
1981-05-13,5.3,10.09375,11.734375,5.300000000000399,9.912098661598733,9.316430157020921,9.846187
1981-05-14,6.6,10.5625,9.423828125,6.600000000000036,10.466473155944897,9.264120633211398,9.808598
1981-05-15,8.5,11.109375,7.091796875,8.49999999999999,10.757529325011399,9.215823526079735,9.98688
1981-05-16,11.2,10.171875,9.830078125,11.199999999999733,10.451149869147148,8.804328926814007,9.585857
1981-05-17,9.8,9.828125,9.650390625,9.800000000000068,9.813427170086909,8.558869906910694,8.900465
1981-05-18,5.9,9.609375,7.341796875,5.8999999999999915,9.964526409812274,8.67634905139955,8.894336
1981-05-19,3.2,9.984375,9.623046875,3.199999999999843,10.082185727913265,8.924494965836786,8.8920355
1981-05-20,2.1,9.984375,10.173828125,2.099999999999982,10.236171935691015,8.845436504298325,8.913799
1981-05-21,3.4,9.765625,8.294921875,3.3999999999999115,9.853118525875185,8.763778262540084,9.165767
1981-05-22,5.4,9.671875,9.009765625,5.400000000000004,9.662559669183079,8.752739769076708,9.528834
1981-05-23,9.6,9.890625,8.09765625,9.599999999999879,10.055263385686612,9.058948303003781,9.681959
1981-05-24,11.5,9.796875,8.744140625,11.499999999999966,9.625637751731905,9.10947878336897,8.550314
1981-05-25,12.3,10.296875,8.626953125,12.30000000000008,10.235070521295876,9.118305063549563,9.285204
1981-05-26,12.6,9.953125,14.017578125,12.600000000000014,9.887680694259497,9.301769885817768,9.189071
1981-05-27,11.0,9.890625,11.6640625,10.999999999999957,9.934026801192573,9.274641314389196,9.097789
1981-05-28,11.2,10.203125,8.845703125,11.200000000000117,10.194258522801,9.325835859395863,9.089402
1981-05-29,11.4,10.515625,11.5078125,11.400000000000084,10.505290992215977,9.382726245285648,9.279119
1981-05-30,11.8,10.390625,11.705078125,11.799999999999983,10.610675994170025,9.533407802838305,9.41702
1981-05-31,12.8,10.234375,8.302734375,12.800000000000026,10.025594362073985,9.224408981922501,8.473146
1981-06-01,11.6,8.265625,9.794921875,11.600000000000136,8.05584665494595,7.607375880519539,9.111275
1981-06-02,10.6,8.609375,12.033203125,10.599999999999948,8.394239257582216,7.539822388035012,8.945567
1981-06-03,9.8,8.171875,10.951171875,9.799999999999645,8.001793145251439,7.371995450244079,8.8477955
1981-06-04,11.2,8.359375,9.166015625,11.199999999999987,8.103393528250482,7.130886771373778,8.7965355
1981-06-05,5.7,7.765625,7.724609375,5.700000000000125,7.684137119286611,7.009208400630908,8.830263
1981-06-06,7.1,7.984375,8.251953125,7.100000000000021,8.061694043288359,6.885019526278118,8.664107
1981-06-07,2.5,8.265625,4.751953125,2.5000000000000515,7.840908749629976,6.885568755893539,8.192238
1981-06-08,3.5,7.96875,5.193359375,3.5000000000001332,7.7704744925832046,7.039988552502368,9.240949
1981-06-09,4.6,8.0,11.138671875,4.600000000000084,7.855187963327613,7.097614220603724,8.888578
1981-06-10,11.0,8.125,7.927734375,11.000000000000046,7.9334362913801755,7.149368563035487,8.688284
1981-06-11,5.7,8.0,6.076171875,5.700000000000034,7.756314356046023,7.155286070279929,8.199382
1981-06-12,7.7,7.90625,4.111328125,7.700000000000063,7.663618324960789,7.0421914325262875,8.294973
1981-06-13,10.4,7.34375,7.533203125,10.40000000000001,7.317427270800553,6.9998655314169955,8.603656
1981-06-14,11.4,8.0,8.068359375,11.399999999999986,7.775932057560732,7.093279423907844,7.6948476
1981-06-15,9.2,8.609375,6.951171875,9.200000000000106,8.249381410261996,7.194476299315726,9.338114
1981-06-16,6.1,7.984375,6.419921875,6.100000000000055,8.082894591053446,7.199711411723825,7.5655975
1981-06-17,2.7,7.640625,4.482421875,2.7000000000000526,7.748251533205302,7.114885339838922,7.53229
1981-06-18,4.3,7.296875,5.482421875,4.300000000000082,7.6298994307161685,7.095343839952441,7.5616636
1981-06-19,6.3,7.484375,6.357421875,6.3000000000000975,7.607055109420415,7.070756013155734,7.946252
1981-06-20,3.8,7.234375,4.974609375,3.800000000000277,7.641500544892834,7.031994778189034,8.017244
1981-06-21,4.4,7.171875,6.583984375,4.40000000000002,7.162577427491023,7.119012895153129,7.2336
1981-06-22,7.1,7.203125,3.529296875,7.099999999999975,7.154411754433677,7.117186621434288,7.756175
1981-06-23,4.8,7.703125,4.61328125,4.800000000000107,7.687008107592909,7.166783186553552,7.4954233
1981-06-24,5.8,7.609375,5.017578125,5.8000000000000576,7.5604621148502975,7.166783186553552,7.4587803
1981-06-25,6.2,7.953125,6.412109375,6.200000000000093,7.9004435421997705,7.168497472267838,7.5995417
1981-06-26,7.3,7.421875,5.416015625,7.300000000000017,7.412550075766649,7.161879527667175,8.082361
1981-06-27,9.2,7.171875,7.7578125,9.199999999999841,7.339355410394394,7.171480611541056,8.075367
1981-06-28,10.2,7.609375,7.111328125,10.200000000000044,7.503717424416837,7.168776765729578,7.292899
1981-06-29,9.5,8.046875,7.845703125,9.500000000000016,7.997143077466575,7.173851893024379,7.8871403
1981-06-30,9.5,8.203125,10.48828125,9.499999999999956,8.242420716076323,7.149599327777909,7.6457934
1981-07-01,10.7,7.765625,9.41015625,10.699999999999962,7.525560261826702,7.674805882053384,7.9926896
1981-07-02,10.0,7.890625,7.365234375,9.999999999999984,7.636391066486485,7.656157479880844,7.8641925
1981-07-03,6.5,7.328125,9.318359375,6.499999999999959,7.1237931791093345,7.222862376850349,7.8722506
1981-07-04,7.0,7.421875,6.998046875,7.000000000000045,7.31306272342916,6.862000165796133,8.136758
1981-07-05,7.4,6.984375,6.837890625,7.399999999999933,6.710878448299566,6.941796000937176,7.8037343
1981-07-06,8.1,7.390625,8.654296875,8.099999999999953,7.270217553195033,7.106153125177509,8.073745
1981-07-07,6.6,7.703125,7.603515625,6.599999999999859,7.372863765099115,7.026906519651889,7.65748
1981-07-08,8.3,7.46875,8.626953125,8.299999999999985,7.240188099463957,7.033551984964111,8.175805
1981-07-09,8.9,7.28125,7.099609375,8.899999999999865,7.0973397722318845,7.076309145836027,8.284569
1981-07-10,4.6,7.25,3.716796875,4.599999999999931,7.055436325238072,7.029018183694571,8.625583
1981-07-11,6.8,7.0625,5.423828125,6.799999999999972,6.965983551224701,6.927024687734684,7.9010434
1981-07-12,5.7,7.15625,6.822265625,5.699999999999884,6.690359653973746,6.974779032832555,7.411708
1981-07-13,6.1,6.75,4.109375,6.099999999999934,6.525950780707226,7.0957644190987335,7.714916
1981-07-14,7.0,7.46875,7.001953125,6.999999999999936,7.307887073029871,7.162711526877297,7.293857
1981-07-15,7.2,8.140625,4.763671875,7.200000000000082,7.719095017142747,7.1880397317774705,8.194612
1981-07-16,6.3,7.234375,6.701171875,6.299999999999964,7.325046399957717,7.178406336956126,7.4542356
1981-07-17,8.8,6.796875,5.486328125,8.799999999999898,6.870251567063199,7.0791210637474045,7.774083
1981-07-18,5.0,6.359375,6.111328125,4.999999999999865,6.839568625894846,7.008975417707052,7.8865266
1981-07-19,7.4,6.734375,6.482421875,7.399999999999964,6.633796438433372,7.007491355690706,7.0623617
1981-07-20,10.1,6.640625,6.939453125,10.099999999999794,6.8500240547995075,7.054027400812445,7.5371737
1981-07-21,12.0,6.640625,6.361328125,11.999999999999936,6.6945324429601625,7.110750053896031,6.8560658
1981-07-22,9.0,6.703125,8.119140625,8.999999999999996,6.624125361314429,7.110750053896031,7.2321506
1981-07-23,8.9,6.984375,4.7421875,8.89999999999998,6.9291599164971815,7.145478111785854,7.3220577
1981-07-24,9.8,6.765625,3.806640625,9.799999999999946,6.682462148708194,7.120890284989147,7.597051
1981-07-25,9.0,7.046875,3.623046875,9.00000000000004,7.110112737378449,7.130491368863028,7.8158674
1981-07-26,9.2,6.640625,5.505859375,9.199999999999916,6.439291404779605,7.090581658103077,7.1878195
1981-07-27,7.7,6.578125,9.537109375,7.700000000000048,6.547878920301068,7.141581282828721,7.7673955
1981-07-28,8.0,7.109375,9.275390625,8.000000000000087,7.035672439885976,7.232332589923813,7.4371886
1981-07-29,6.1,7.546875,9.884765625,6.100000000000152,7.466856684347327,7.210220520291317,7.3523827
1981-07-30,3.5,7.484375,8.451171875,3.4999999999998757,7.484572524980594,7.108470173928131,7.380928
1981-07-31,3.2,7.203125,9.197265625,3.1999999999999424,7.082418759050276,6.9007680533194256,7.660366
1981-08-01,5.7,8.484375,5.271484375,5.700000000000198,8.448652734714067,7.752844382874214,8.664103
1981-08-02,7.7,8.796875,7.900390625,7.699999999999987,8.463613831787866,8.000977225529818,8.265526
1981-08-03,9.0,8.296875,6.072265625,9.000000000000105,8.133409128045475,7.7814664693100735,8.571304
1981-08-04,10.0,8.734375,8.115234375,10.000000000000037,8.462571309021001,7.538542771618442,8.089287
1981-08-05,6.2,8.265625,4.193359375,6.200000000000102,8.163466675103503,7.564899914475584,7.862397
1981-08-06,6.9,8.578125,7.626953125,6.900000000000145,8.453354437784471,7.5666142001898695,7.884196
1981-08-07,6.5,8.703125,2.15234375,6.499999999999962,8.415497010291809,7.365689223921379,7.919197
1981-08-08,6.8,8.1875,4.521484375,6.800000000000012,8.16328057235132,7.261327729189485,8.580493
1981-08-09,7.0,8.15625,8.763671875,6.999999999999991,7.924562537533264,7.3197660993037506,8.092457
1981-08-10,5.2,8.28125,7.314453125,5.199999999999989,8.065052274174214,7.433165810809562,8.762806
1981-08-11,3.0,8.34375,4.228515625,2.9999999999999503,8.115492136816542,7.508483338066214,7.821198
1981-08-12,5.6,8.4375,2.1015625,5.599999999999962,8.142947880777683,7.50262981060872,7.8369527
1981-08-13,7.9,7.90625,5.498046875,7.900000000000055,7.709087665296664,7.549460812081474,7.927861
1981-08-14,9.0,8.40625,4.6796875,9.000000000000007,8.350520318222564,7.550052416962336,8.011595
1981-08-15,8.6,8.859375,5.201171875,8.600000000000062,8.64218749003011,7.509799698856443,8.819983
1981-08-16,10.3,8.171875,9.345703125,10.299999999999933,8.152269165259096,7.569429242832008,7.5029645
1981-08-17,10.5,7.796875,6.314453125,10.50000000000019,7.879867515999338,7.547014236250683,8.319016
1981-08-18,7.6,7.671875,9.482421875,7.600000000000001,7.989077211486686,7.542341243593643,8.120247
1981-08-19,9.7,8.046875,6.943359375,9.70000000000029,8.086384665237308,7.568698386450786,8.077926
1981-08-20,12.5,7.796875,6.865234375,12.499999999999702,8.033160939388946,7.570412672165071,8.098295
1981-08-21,7.4,7.640625,3.333984375,7.400000000000028,7.737165688152855,7.545824845368364,7.595017
1981-08-22,7.9,7.453125,4.095703125,7.899999999999845,7.547217834201792,7.534407548715668,8.501249
1981-08-23,3.9,7.890625,4.61328125,3.9000000000001567,7.75638268179856,7.546211492234562,7.8398237
1981-08-24,6.6,7.796875,8.845703125,6.599999999999914,7.692078097644334,7.558772222825453,8.598793
1981-08-25,4.6,8.359375,9.16796875,4.599999999999984,8.259621322970288,7.57535501576918,8.339627
1981-08-26,7.0,7.953125,6.427734375,6.999999999999995,7.891879631583541,7.6161124083272025,8.167259
1981-08-27,6.0,7.734375,6.169921875,6.000000000000043,7.731015804890505,7.586555417445743,8.098975
1981-08-28,5.5,8.078125,4.587890625,5.5,8.078305685078668,7.636136104800401,8.281737
1981-08-29,8.1,8.296875,7.990234375,8.100000000000007,8.38994915723469,7.701113763869715,8.069331
1981-08-30,5.5,8.390625,7.408203125,5.500000000000037,8.311795290281973,7.475049050983091,8.054515
1981-08-31,6.2,8.234375,7.791015625,6.200000000000021,8.092034707986414,7.365092324308304,9.0592375
1981-09-01,8.0,9.953125,5.71484375,8.000000000000286,9.743673583391958,9.370806282776838,9.056222
1981-09-02,10.3,10.265625,10.43359375,10.29999999999994,10.061714321677853,9.323251337721894,8.969369
1981-09-03,9.8,9.671875,7.142578125,9.799999999999963,9.462058275720963,9.351237222462846,9.026907
1981-09-04,9.6,9.890625,7.99609375,9.60000000000001,9.650716817299745,9.251536202030525,9.109276
1981-09-05,8.5,9.140625,6.349609375,8.500000000000085,9.232071411076916,8.964891042844735,8.66542
1981-09-06,7.5,9.640625,6.830078125,7.4999999999999645,9.426089466171902,8.298948093703544,8.796762
1981-09-07,11.2,9.859375,5.267578125,11.200000000000012,9.570625222314,9.181011223353968,8.988462
1981-09-08,14.6,9.6875,7.681640625,14.600000000000335,9.458301421029212,9.30947829989382,9.647278
1981-09-09,11.7,9.65625,10.8515625,11.700000000000001,9.52266302742325,9.331016979247252,9.582939
1981-09-10,7.8,9.625,5.900390625,7.799999999999984,9.393701421849702,9.332731264961538,9.665918
1981-09-11,12.3,9.53125,8.46484375,12.29999999999995,9.303637645095286,9.355406156528531,9.31494
1981-09-12,10.1,9.3125,6.041015625,10.099999999999905,9.211552616751096,9.083514203568042,8.732094
1981-09-13,11.5,9.0,5.580078125,11.49999999999992,8.681822693684094,8.38360474829808,8.781254
1981-09-14,7.3,9.59375,7.986328125,7.300000000000085,9.505648530244756,9.191040948856768,8.888792
1981-09-15,10.9,10.359375,7.591796875,10.899999999999984,9.937208338708002,9.340986166979734,9.738696
1981-09-16,14.1,9.640625,11.142578125,14.099999999999824,9.750369655149083,9.438999513719716,9.352435
1981-09-17,10.7,9.109375,9.521484375,10.7,9.208516663674827,9.41463533623054,9.435678
1981-09-18,16.9,8.796875,10.349609375,16.900000000000063,9.177222719765432,9.382341057166398,9.513781
1981-09-19,10.5,8.921875,9.548828125,10.499999999999927,9.15498940121072,9.108735238475328,8.88679
1981-09-20,6.5,8.890625,6.447265625,6.4999999999996,9.005895967776375,8.42139274040865,8.149206
1981-09-21,11.0,8.828125,8.087890625,10.999999999999975,8.892293900175046,9.258128488994323,8.914137
1981-09-22,6.3,8.921875,7.474609375,6.3000000000000345,8.842238682879684,9.389715950341174,9.496198
1981-09-23,10.5,9.359375,7.646484375,10.499999999999922,9.354483171688548,9.406254064401027,9.438193
1981-09-24,7.2,9.109375,8.212890625,7.199999999999978,9.020727245319822,9.337132311154273,9.461755
1981-09-25,7.6,9.484375,11.001953125,7.600000000000007,9.447766831249034,9.339041115467456,9.579371
1981-09-26,10.7,8.859375,9.15234375,10.699999999999966,8.960484367556955,9.04058267865334,9.015765
1981-09-27,7.8,8.796875,9.064453125,7.800000000000017,8.703750833277935,8.521159087514102,8.896262
1981-09-28,9.6,9.265625,10.857421875,9.600000000000003,9.23343389710086,9.32441933423796,10.109666
1981-09-29,11.4,9.765625,6.541015625,11.400000000000002,9.684970005912582,9.43319028344757,9.913937
